@relation FeaturesBW

@attribute Area numeric
@attribute Label {'Amorpha fruticosa','Anagyris foetida','Anthyllis barba-jovis','Anthyllis cytisoides','Astragalus glycyphyllos','Calicotome villosa','Caragana arborescens','Ceratonia siliqua','Colutea arborescens','Cytisus purgans','Cytisus scoparius','Dorycnium pentaphyllum','Dorycnium rectum','Hedysarum coronarium','Lathyrus aphaca','Lathyrus ochrus','Medicago sativa','Melilotus officinalis','Pisum sativum subsp. elatius','Senna alexandrina','Spartium junceum','Trifolium angustifolium','Vicia faba'}
@attribute Perimeter numeric
@attribute *Feret numeric
@attribute *Breadth numeric
@attribute *AspRatio numeric
@attribute *RFactor numeric
@attribute *ConvexArea numeric
@attribute *ConvexPerimeter numeric
@attribute *ArEquivD numeric
@attribute *PerEquivD numeric
@attribute *MinR numeric
@attribute *MaxR numeric
@attribute *avgR numeric
@attribute *VarianceR numeric
@attribute *EquivEllAr numeric
@attribute *ModRatio numeric
@attribute *HaralickRatio numeric
@attribute *ThinnessR numeric
@attribute *Roundness numeric
@attribute *Compactness numeric
@attribute *Solidity numeric
@attribute *Convexity numeric
@attribute *Concavity numeric
@attribute *ArBBox numeric
@attribute *Rectang numeric
@attribute *Sphericity numeric
@attribute *Elongation numeric
@attribute '*Bending Energy' numeric
@attribute *Jaggedness numeric
@attribute *Circularity numeric
@attribute *Endocarp numeric
@attribute 'Distance CM-FB' numeric

@data
329,'Dorycnium rectum',67.213,24413,18,1.356,4766,365.5,68487,20467,21395,9,12207,10.996,735,345.132,737,12829,13731,703,838,0.9,1.019,36.5,439436,0.749,737,1093,1791,0.957,915,261.787,6807
242,'Dorycnium rectum',57799,21095,14,1507,4067,269.5,59543,17553,18398,7,10548,9.57,789,231952,664,10772,13805,0.692,0.832,898,1.03,27.5,295.33,0.819,664,1099,0.323,0.954,0.91,184201,7.411
351,'Dorycnium rectum',68627,23854,19,1255,5204,390,70.614,21.14,21845,9.5,11927,11288,613,355959,797,14417,13418,785,0.886,0.9,1.029,39,453221,774,797,1068,245,968,937,282373,7915
315,'Dorycnium rectum',64627,22.804,18,1.267,4.83,346,66.614,20027,20572,9,11.402,10716,0.393,322377,789,17102,13259,0.771,878,0.91,1031,31,410463,767,789,1055,289,0.974,948,250373,6.946
293,'Dorycnium rectum',62284,21471,18,1193,4848,327,64142,19315,19826,9,10735,9846,309,303538,838,17725,13.24,809,0.9,0.896,1.03,34,386476,758,838,1054,0.036,0.974,0.949,230.716,5.173
311,'Dorycnium rectum',64.87,22.472,19,1183,4.929,348,65.966,19899,20649,9.5,11.236,10.178,0.411,335343,845,15882,13.531,784,0.886,894,1.017,37,426972,728,845,1077,53,0.964,929,246.13,11.654
309,'Dorycnium rectum',63698,21.633,19,1139,5.04,342.5,65265,19835,20276,9.5,10817,10129,302,322824,878,18.444,13.131,841,917,902,1025,33.5,411033,752,878,1045,0.07,978,0.957,245.302,9906
319,'Dorycnium rectum',64.87,22204,19,1169,4982,347.5,66634,20153,20649,9.5,11102,10.277,848,331335,856,11159,13192,0.824,0.908,0.918,1.027,28.5,421.868,0.756,856,1.05,122,976,953,254.13,10833
314,'Dorycnium rectum',66385,23601,18,1311,4.714,349.5,67.897,19995,21131,9,11.8,10696,532,333649,763,14.67,14035,718,847,898,1023,35.5,424815,0.739,763,1117,0.199,946,895,247615,4824
300,'Dorycnium rectum',63456,22.472,17,1.322,4795,338.5,65203,19544,20199,8.5,11.236,10.34,1186,300.044,0.756,9495,13422,0.756,0.87,0.886,1028,38.5,382027,785,0.756,1068,0.286,968,0.936,236544,1422
308,'Dorycnium rectum',64627,23854,17,1403,4731,354.5,66681,19803,20572,8.5,11927,10612,0.39,318.489,713,16983,13561,0.689,0.83,0.869,1032,46.5,405.513,0.76,713,1079,0.206,963,927,243373,8127
274,'Dorycnium rectum',60.971,21401,17,1.259,4596,309,62957,18678,19408,8.5,10.7,10135,508,285.74,794,14.223,13567,762,873,887,1033,35,363816,753,794,1.08,2324,0.962,0.926,213.029,8465
332,'Dorycnium rectum',66.284,22.472,19,1183,7.5,529.5,67618,20.56,21099,9.5,11.236,10622,0.702,335343,845,12681,13.234,0.837,915,627,1.02,197.5,426972,778,845,1053,132,0.974,0.95,265716,11147
344,'Dorycnium rectum',68627,24.839,19,1307,7099,554,70.08,20928,21845,9.5,12.42,11117,948,370.669,765,11417,13.691,0.71,843,621,1021,210,471.95,0.729,765,1089,0.923,958,0.918,275373,9308
335,'Dorycnium rectum',66.87,23022,19,1212,7.134,516,68.144,20.653,21285,9.5,11511,10725,938,343543,825,11071,13.348,805,897,649,1.019,181,437413,0.766,825,1062,0.11,0.97,941,268.13,4266
331,'Dorycnium rectum',66.87,24413,19,1285,7093,544,68329,20529,21285,9.5,12207,10686,966,364306,778,10873,13509,0.707,841,608,1022,213,463849,0.714,778,1075,1.783,0.964,0.93,264.13,5.632
298,'Dorycnium rectum',64042,23601,18,1311,6.514,483,65656,19479,20385,9,11.8,9859,1639,333649,763,7.7,13763,0.681,825,617,1025,185,424815,701,763,1095,1571,956,0.913,233958,3702
315,'Dorycnium rectum',64.284,23324,18,1296,7.179,526,66857,20027,20462,9,11662,10465,818,329733,772,11.572,13.119,737,0.859,599,1.04,211,419829,0.75,772,1044,2017,0.979,958,250.716,6.618
314,'Dorycnium rectum',65.213,22.804,18,1.267,7098,508.5,66.754,19995,20.758,9,11.402,10693,0.36,322377,789,17832,13544,769,877,618,1024,194.5,410463,765,789,1078,258,963,0.928,248787,6981
288,'Dorycnium rectum',63113,22204,18,1234,6315,440.5,63411,19149,20.089,9,11102,9685,1548,313.896,0.811,7.786,13831,0.744,862,654,1005,152.5,399665,721,0.811,1101,107,953,909,224887,3.631
322,'Dorycnium rectum',66.284,23.431,19,1.233,6901,508,67062,20248,21099,9.5,11715,10.348,0.832,349647,0.811,11343,13645,747,0.864,634,1012,186,445184,723,0.811,1.086,159,0.96,0.921,255.716,4297
294,'Dorycnium rectum',62527,23022,18.272,1.26,6.422,464.5,64445,19348,19903,9.136,11511,9709,1564,330.386,794,7.764,13298,706,0.84,633,1031,170.5,420661,0.699,794,1058,159,972,945,231.473,1308
285,'Dorycnium rectum',63456,22204,17,1306,6.509,454,63.837,19049,20199,8.5,11102,9665,1724,296457,0.766,7.361,14.129,736,858,628,1006,169,377461,755,0.766,1124,0.143,943,889,221544,5215
324,'Dorycnium rectum',66627,23601,18,1311,7.458,553,67.98,20311,21.208,9,11.8,10708,523,333649,763,14.809,13.701,741,861,586,1.02,229,424815,763,763,1.09,2353,958,917,257373,5523
297,'Dorycnium rectum',62.627,23022,17,1354,6353,459.5,65111,19.446,19935,8.5,11511,10314,883,307381,738,10978,13206,713,845,0.646,1.04,162.5,391369,759,738,1051,0.339,975,0.952,234373,8702
290,'Dorycnium rectum',62.971,23022,16,1439,6858,496,65.136,19.216,20044,8,11511,10704,0.76,289.3,695,12.277,13673,0.697,835,585,1034,206,368348,787,695,1088,5664,0.959,919,227.029,8.607
299,'Dorycnium rectum',64385,23.431,17,1.378,7105,523,65837,19511,20494,8.5,11715,10442,524,312842,726,14432,13864,693,833,0.572,1023,224,398.323,0.751,726,1103,2372,0.952,0.906,234615,6813
279,'Dorycnium rectum',62.971,22.804,15,1.52,7691,551,64.644,18848,20044,7.5,11.402,10.527,0.9,268.648,0.658,11095,14213,0.683,0.827,506,1.027,272,342.053,816,0.658,1131,2271,0.94,884,216.029,11526
304,'Dorycnium rectum',64042,22204,18,1234,9075,633,65376,19674,20385,9,11102,10329,0.468,313.896,0.811,15.096,13491,785,0.886,0.48,1021,329,399665,0.761,0.811,1074,774,965,0.931,239958,7841
331,'Dorycnium rectum',66627,23.431,19,1.233,9.347,688,68391,20529,21.208,9.5,11715,10966,624,349647,0.811,13.881,13412,768,0.876,0.481,1026,357,445184,0.744,0.811,1067,0.3,968,937,264373,9.142
320,'Dorycnium rectum',66042,23.431,19,1.233,9618,708,67.427,20185,21022,9.5,11715,10.764,506,349647,0.811,15.139,13.63,742,861,452,1021,388,445184,0.719,0.811,1085,282,0.96,922,253958,4934
340,'Dorycnium rectum',68042,23601,19,1242,9.819,728,69.43,20.806,21658,9.5,11.8,10917,478,352185,805,15.79,13617,777,882,467,1.02,388,448416,758,805,1084,1.09,961,0.923,271.958,9422
305,'Dorycnium rectum',64042,22204,18,1234,9913,691.5,65.42,19706,20385,9,11102,10285,0.286,313.896,0.811,19233,13.447,0.788,888,441,1022,386.5,399665,763,0.811,1.07,65,0.967,935,240958,6505
297,'Dorycnium rectum',62.87,21401,18,1189,9.341,628,64452,19.446,20012,9,10.7,10123,0.47,302.549,841,14.771,13.309,826,909,473,1025,331,385217,0.771,841,1.059,1795,972,0.944,234.13,4.153
304,'Dorycnium rectum',63799,23022,17,1354,9499,687,66193,19674,20308,8.5,11511,10.736,302,307381,738,19.52,13.389,0.73,855,0.443,1038,383,391369,777,738,1065,0.459,0.969,0.939,240201,6232
312,'Dorycnium rectum',64.284,22.472,19,1183,9887,698,66271,19.931,20462,9.5,11.236,10.426,483,335343,845,14999,13245,787,887,447,1031,386,426972,731,845,1054,195,0.974,0.949,247.716,11513
318,'Dorycnium rectum',65.698,24.083,19,1268,9.364,708.5,67064,20122,20912,9.5,12042,10.279,0.989,359.383,789,10335,13573,698,836,449,1021,390.5,457.581,695,789,1.08,991,0.962,0.926,252.302,2162
298,'Dorycnium rectum',62527,22.472,19,1183,8109,572.5,64278,19479,19903,9.5,11.236,9.83,988,335343,845,9891,13.12,0.751,867,521,1028,274.5,426972,698,845,1044,46,0.979,958,235.473,3.317
289,'Dorycnium rectum',62.627,21954,17,1291,8.982,619.5,64066,19.182,19935,8.5,10977,9985,0.947,293131,774,10262,13.572,763,0.874,467,1023,330.5,373226,774,774,1.08,203,0.962,0.926,226373,5098
300,'Dorycnium rectum',63456,22204,18,1234,9.447,659,64777,19544,20199,9,11102,10.063,505,313.896,0.811,14.166,13422,775,0.88,455,1021,359,399665,0.751,0.811,1068,1.691,968,0.936,236544,6.958
282,'Dorycnium rectum',60.87,21095,17,1.241,9212,610.5,62605,18949,19.376,8.5,10548,9823,0.347,281656,0.806,16668,13.139,807,898,462,1.029,328.5,358615,0.786,0.806,1046,139,978,956,221.13,5.91
339,'Dorycnium rectum',66.87,23022,19,1212,9236,668,68456,20776,21285,9.5,11511,10.826,0.886,343543,825,11.504,13.191,0.814,902,507,1024,329,437413,775,825,1.05,84,976,953,272.13,7468
350,'Dorycnium rectum',68627,24.207,19,1274,10059,765,70391,21.11,21845,9.5,12.104,11.357,654,361.237,785,14044,13456,0.76,872,0.458,1026,415,459941,0.761,785,1071,0.286,966,934,281373,9474
305,'Dorycnium rectum',63456,22.472,18,1248,9384,662.5,65398,19706,20199,9,11.236,10241,0.404,317693,0.801,16119,13202,769,877,0.46,1031,357.5,404.5,754,0.801,1051,145,976,0.952,241544,6436
290,'Dorycnium rectum',61698,21954,18,1.22,11.149,769,63.514,19.216,19639,9,10977,9898,544,310374,0.82,13.414,13127,0.766,875,377,1.029,479,395181,0.734,0.82,1045,152,978,0.957,228.302,3432
291,'Dorycnium rectum',63456,24.207,18,1345,10703,814,64936,19.249,20199,9,12.104,9874,2036,342225,0.744,6919,13837,632,795,0.357,1023,523,435.734,0.668,0.744,1101,1.387,953,0.908,227544,8
312,'Dorycnium rectum',64.87,22361,18,1242,12513,879,66387,19.931,20649,9,11.18,10453,767,316117,805,11936,13488,795,0.891,355,1023,567,402.492,775,805,1073,0.036,965,932,247.13,4703
278,'Dorycnium rectum',61456,22.472,17,1.322,9512,671.5,63.314,18814,19562,8.5,11.236,9911,794,300.044,0.756,11125,13.586,701,0.837,414,1.03,393.5,382027,728,0.756,1081,2541,0.962,925,216544,5.253
303,'Dorycnium rectum',64042,22204,18,1234,11218,782.5,65563,19642,20385,9,11102,10352,0.719,313.896,0.811,12.21,13536,0.783,885,387,1024,479.5,399665,758,0.811,1077,0.181,0.964,0.928,238958,10807
298,'Dorycnium rectum',63456,22.804,18,1.267,9666,692.5,64808,19479,20199,9,11.402,10022,847,322377,789,10888,13512,0.73,0.854,0.43,1021,394.5,410463,726,789,1075,184,0.964,0.93,234544,11658
274,'Dorycnium rectum',61698,22.472,17678,1271,10.142,716,62433,18678,19639,8839,11.236,9.39,1.701,312004,787,7.2,13.893,691,831,0.383,1012,442,397256,0.69,787,1.106,64,951,905,212.302,0.646
313,'Dorycnium rectum',65456,23345,19,1229,12571,922,66797,19963,20835,9.5,11673,10478,659,348371,0.814,12.904,13.688,731,855,0.339,1.02,609,443559,706,0.814,1089,737,958,0.918,247544,6.573
316,'Dorycnium rectum',66385,23.431,18,1.302,13626,1003,68104,20059,21131,9,11715,10752,608,331244,768,13.79,13946,733,856,315,1026,687,421.753,0.749,768,1.11,4022,0.949,0.901,249615,11.039
318,'Dorycnium rectum',66042,23.431,19,1.233,11432,841.5,67104,20122,21022,9.5,11715,10412,0.77,349647,0.811,11864,13715,738,0.859,0.378,1016,523.5,445184,0.714,0.811,1091,0.26,0.957,0.916,251958,5.35
276,'Dorycnium rectum',61355,21095,18,1172,10.812,716.5,62153,18746,19.53,9,10548,9375,987,298224,853,9.438,13.639,0.79,889,385,1013,440.5,379.71,727,853,1085,86,0.96,0.921,214645,3273
320,'Dorycnium rectum',65456,23601,19,1242,11329,840,66997,20185,20835,9.5,11.8,10421,925,352185,805,10833,13.389,731,855,381,1024,520,448416,0.714,805,1065,278,0.969,0.939,254544,7.387
299,'Dorycnium rectum',64042,24413,17,1436,11.858,909.5,66184,19511,20385,8.5,12207,10101,1072,325.958,696,9756,13717,639,799,0.329,1033,610.5,415023,0.72,696,1092,294,0.957,0.916,234958,9316
279,'Dorycnium rectum',62728,22.672,17,1334,11.822,842,64641,18848,19967,8.5,11.336,10.301,1261,302.706,0.75,9175,14103,691,831,331,1.03,563,385417,0.724,0.75,1122,3.058,0.944,0.891,216.272,8025
278,'Dorycnium rectum',62385,23324,15,1555,10925,800.5,64015,18814,19858,7.5,11662,10074,1692,274777,643,7745,13999,0.651,807,0.347,1026,522.5,349.857,795,643,1114,488,0.947,898,215615,9248
281,'Dorycnium rectum',62.971,22.472,15,1.498,15.156,1070,64601,18915,20044,7.5,11.236,10.447,687,264744,667,12.607,14.111,708,0.842,263,1026,789,337083,0.834,667,1123,5.417,0.944,0.891,218.029,5984
306,'Dorycnium rectum',65.213,23.707,16,1482,11682,870,66666,19739,20.758,8,11853,10457,1.007,297905,675,10.42,13898,693,833,0.352,1022,564,379305,807,675,1.106,203,951,904,240787,7046
329,'Dorycnium rectum',67456,23854,18,1325,14238,1067,68547,20467,21.472,9,11927,10.576,2148,337224,755,7.217,13831,736,858,308,1016,738,429.367,0.766,755,1101,244,953,909,261.544,7.088
274,'Dorycnium rectum',62728,23022,15,1535,13.916,1006.5,64.463,18678,19967,7.5,11511,10542,0.781,271218,652,11.93,14.361,0.658,0.811,272,1028,732.5,345.326,0.793,652,1143,6.632,935,875,211.272,5.7
305,'Dorycnium rectum',64627,24.207,18,1345,12.972,986.5,66149,19706,20572,9,12.104,10116,1.356,342225,0.744,8.687,13694,0.663,0.814,309,1024,681.5,435.734,0.7,0.744,1.09,1883,958,0.918,240373,3.729
299,'Dorycnium rectum',64627,22.023,18,1.223,14215,983.5,65.591,19511,20572,9,11011,10.301,0.339,311339,0.817,17.69,13.969,785,0.886,304,1015,684.5,396409,754,0.817,1112,828,948,0.9,234373,3949
321,'Dorycnium rectum',65456,23854,18,1325,12637,947,67.353,20217,20835,9,11927,10523,0.692,337224,755,12.649,13.347,718,848,0.339,1.029,626,429.367,748,755,1062,83,0.97,941,255544,8.6
314,'Dorycnium rectum',66.284,23.431,18,1.302,12804,942.5,67064,19995,21099,9,11715,10.447,1137,331244,768,9797,13992,728,853,0.333,1012,628.5,421.753,745,768,1113,763,948,898,247.716,8998
269,'Dorycnium rectum',59941,20616,18,1145,13.881,899,61534,18507,19.08,9,10308,9655,455,291445,873,14315,13.357,0.806,898,299,1.027,630,371.08,725,873,1063,0.926,0.97,941,209.059,3194
355,'Dorycnium rectum',73556,26.173,19,1.378,18.036,1483,73113,21.26,23414,9.5,13.086,11759,0.64,390561,726,14695,15241,0.66,812,239,0.994,1128,497278,0.714,726,1213,193,0.908,825,281444,8325
296,'Dorycnium rectum',64042,22825,17,1.343,16762,1202,65405,19413,20385,8.5,11413,10.451,531,304.76,745,14343,13856,723,851,0.246,1021,906,388032,763,745,1103,2002,0.952,907,231958,6195
321,'Dorycnium rectum',65456,23854,18,1325,13384,1003,67191,20217,20835,9,11927,10413,0.658,337224,755,12839,13.347,718,848,0.32,1.027,682,429.367,748,755,1062,155,0.97,941,255544,7165
327,'Dorycnium rectum',67.213,23854,18,1325,17174,1287,68935,20405,21395,9,11927,11.028,479,337224,755,15.926,13815,732,855,254,1026,960,429.367,762,755,1099,125,0.954,0.91,259.787,8585
325,'Dorycnium rectum',66042,23324,18,1296,13.736,1006.5,67.42,20342,21022,9,11662,10.822,1.326,329733,772,9399,13.42,0.761,872,0.323,1021,681.5,419829,774,772,1068,131,968,0.936,258.958,8054
355,'Dorycnium rectum',69.213,24.839,19,1307,13981,1091,71471,21.26,22031,9.5,12.42,11.479,1035,370.669,765,11.281,13.494,733,856,325,1033,736,471.95,752,765,1074,0.582,965,0.931,285.787,6767
297,'Dorycnium rectum',63213,23022,17,1354,14269,1032,65155,19.446,20121,8.5,11511,10.371,546,307381,738,14.041,13454,713,845,0.288,1031,735,391369,759,738,1071,226,966,934,233787,7.208
288,'Dorycnium rectum',62042,22.472,16,1405,15.404,1087.5,64184,19149,19748,8,11.236,10.402,0.6,282394,0.712,13.434,13365,726,852,265,1035,799.5,359555,0.801,0.712,1064,319,0.97,0.94,225958,8609
336,'Dorycnium rectum',67.213,23.431,18,1.302,18822,1385.5,69.022,20684,21395,9,11715,11286,802,331244,768,12.6,13445,779,883,243,1.027,1049.5,421.753,797,768,1.07,0.36,0.967,935,268.787,9115
302,'Dorycnium rectum',63456,22.472,18,1248,15241,1076,65209,19609,20199,9,11.236,10133,0.842,317693,0.801,11045,13333,0.761,873,281,1028,774,404.5,747,0.801,1061,51,971,0.942,238544,6895
313,'Dorycnium rectum',64627,22.472,18,1248,17345,1224.5,66391,19963,20572,9,11.236,10703,325,317693,0.801,18779,13.344,789,888,256,1.027,911.5,404.5,774,0.801,1062,363,0.97,0.942,248373,4868
270,'Dorycnium rectum',60527,22.672,16971,1.336,16637,1185,62699,18541,19266,8485,11.336,9087,1305,302181,0.749,7955,13569,669,818,228,1036,915,384749,0.702,0.749,1.08,0.19,0.962,0.926,209.473,3892
328,'Dorycnium rectum',66042,23022,19,1212,18.106,1309.5,67777,20436,21022,9.5,11511,10.756,455,343543,825,15953,13297,0.788,888,0.25,1026,981.5,437413,0.75,825,1058,313,972,945,261.958,4898
304,'Dorycnium rectum',64042,22204,18,1234,15468,1079,65605,19674,20385,9,11102,10548,405,313.896,0.811,16.568,13491,785,0.886,282,1024,775,399665,0.761,0.811,1074,262,965,0.931,239958,9259
320,'Dorycnium rectum',66042,23345,19,1229,17.78,1304,67048,20185,21022,9.5,11673,10.42,708,348371,0.814,12386,13.63,748,865,245,1015,984,443559,721,0.814,1085,2324,0.96,922,253958,4.932
301,'Dorycnium rectum',64385,23022,17,1354,18.659,1349.5,66193,19577,20494,8.5,11511,10568,419,307381,738,16328,13772,723,0.85,223,1028,1048.5,391369,769,738,1.096,4083,955,912,236615,6811
325,'Dorycnium rectum',66042,23601,18,1311,16697,1238,67449,20342,21022,9,11.8,10763,0.791,333649,763,12103,13.42,743,862,263,1021,913,424815,765,763,1068,1419,968,0.936,258.958,6.247
310,'Dorycnium rectum',64.87,23345,19,1229,15776,1157,66.478,19867,20649,9.5,11673,10341,884,348371,0.814,10999,13575,0.724,851,268,1025,847,443559,0.699,0.814,1.08,203,0.962,0.926,245.13,8321
258,'Dorycnium rectum',59213,21.633,15,1442,13117,891.5,61.178,18.124,18848,7.5,10817,9675,847,254861,693,10511,13.59,0.702,838,289,1033,633.5,324.5,795,693,1081,1117,0.962,925,198787,5432
342,'Dorycnium rectum',68042,24.042,19,1265,16649,1257.5,69.754,20.867,21658,9.5,12.021,11064,377,358.763,0.79,18007,13537,753,868,272,1025,915.5,456791,0.749,0.79,1077,198,963,0.928,273.958,7942
280,'Dorycnium rectum',60527,21471,18,1193,10533,710.5,62278,18881,19266,9,10735,9479,763,303538,838,10.85,13.084,773,879,0.394,1.029,430.5,386476,0.724,838,1041,99,0.98,0.96,219.473,5335
275,'Dorycnium rectum',60284,21095,17,1.241,14.803,981,61559,18712,19189,8.5,10548,9579,361,281656,0.806,15952,13215,787,887,0.28,1021,706,358615,767,0.806,1052,1036,975,951,214.716,4471
280,'Dorycnium rectum',63799,23022,16,1439,15.506,1121.5,64661,18881,20308,8,11511,9915,0.98,289.3,695,10.018,14537,0.673,0.82,0.25,1014,841.5,368348,0.76,695,1157,4228,0.93,0.864,216201,5.009
311,'Dorycnium rectum',64627,23022,17,1354,17961,1299,66362,19899,20572,8.5,11511,10.709,0.697,307381,738,12827,13.43,747,0.864,239,1.027,988,391369,795,738,1069,214,0.967,0.936,246373,5945
294,'Dorycnium rectum',66.87,23022,18,1.279,19205,1389,65.48,19348,21285,9,11511,10052,1249,325462,782,8996,15.21,706,0.84,212,0.979,1095,414.391,0.709,782,1.21,136,909,826,227.13,273
307,'Dorycnium rectum',64627,23324,17,1.372,17885,1310.5,66436,19771,20572,8.5,11662,10375,1183,311414,0.729,9539,13605,0.719,848,0.234,1028,1003.5,396505,774,0.729,1083,4019,961,924,242373,10.736
302,'Dorycnium rectum',64042,23022,18,1.279,18092,1308.5,65093,19609,20385,9,11511,10192,537,325462,782,13907,13581,726,852,231,1016,1006.5,414.391,0.729,782,1081,212,0.962,925,237958,3293
269,'Dorycnium rectum',59456,21954,16,1.372,14839,1023.5,61621,18507,18925,8,10977,9.59,736,275888,0.729,11.176,13.141,711,843,263,1036,754.5,351272,0.766,0.729,1046,0.229,978,956,209544,8481
275,'Dorycnium rectum',61355,20616,18,1145,18582,1203.5,62119,18712,19.53,9,10308,9.534,845,291445,873,10.369,13689,0.824,0.908,0.229,1012,928.5,371.08,741,873,1089,81,958,0.918,213645,3213
310,'Dorycnium rectum',64627,22.472,18,1248,19802,1398,66171,19867,20572,9,11.236,10615,552,317693,0.801,14287,13.473,782,884,222,1024,1088,404.5,0.766,0.801,1072,326,966,0.933,245373,6.174
346,'Dorycnium rectum',68627,24.207,19,1274,21045,1600.5,69967,20989,21845,9.5,12.104,11115,0.549,361.237,785,15,13612,752,867,0.216,1.02,1254.5,459941,752,785,1083,141,961,0.923,277373,11.85
302,'Dorycnium rectum',63698,22.023,19,1159,17.749,1228,64572,19609,20276,9.5,11011,9971,435,328635,863,15.11,13435,0.793,0.89,0.246,1014,926,418.432,722,863,1069,168,0.967,935,238.302,5.73
317,'Dorycnium rectum',66042,23.431,19,1.233,20.249,1490.5,67271,20.09,21022,9.5,11715,10637,0.67,349647,0.811,12992,13759,735,857,213,1.019,1173.5,445184,0.712,0.811,1095,353,956,0.913,250958,6.304
314,'Dorycnium rectum',65.213,22.804,18,1.267,20.708,1483.5,66.948,19995,20.758,9,11.402,10.778,315,322377,789,19189,13544,769,877,212,1.027,1169.5,410463,765,789,1078,2.797,963,0.928,248787,10962
334,'Dorycnium rectum',66627,23854,18,1325,17848,1337.5,68844,20622,21.208,9,11927,11.174,0.383,337224,755,18064,13.291,747,865,0.25,1033,1003.5,429.367,778,755,1058,2.337,972,945,267373,9845
344,'Dorycnium rectum',68627,24.207,19,1274,17752,1350,69943,20928,21845,9.5,12.104,11.098,873,361.237,785,11.881,13.691,747,865,255,1.019,1006,459941,748,785,1089,3623,958,0.918,275373,7.762
292,'Dorycnium rectum',62.627,21954,17,1291,17623,1215.5,64.323,19282,19935,8.5,10977,10242,0.63,293131,774,12.899,13432,0.771,878,0.24,1.027,923.5,373226,782,774,1069,195,0.967,0.936,229373,6473
308,'Dorycnium rectum',64.87,22.472,19,1183,18.74,1323,66.463,19803,20649,9.5,11.236,10042,0.776,335343,845,11.402,13663,777,0.881,233,1025,1015,426972,721,845,1087,24,0.959,0.92,243.13,7.748
293,'Dorycnium rectum',63213,23324,16,1.458,21.188,1552.5,65155,19315,20121,8,11662,10535,1061,293096,0.686,10228,13638,0.686,828,0.189,1031,1259.5,373181,785,0.686,1085,2155,0.96,0.921,229787,6199
278,'Dorycnium rectum',61799,21932,17,1.29,22337,1539,63356,18814,19671,8.5,10966,10113,562,292827,775,13492,13738,736,858,0.181,1025,1261,372839,746,775,1093,4.55,956,915,216201,6761
246,'Dorycnium rectum',56.87,20616,15,1374,15849,1026.5,58857,17698,18102,7.5,10308,9229,617,242.871,728,11747,13147,737,858,0.24,1035,780.5,309233,0.796,728,1046,141,978,956,189.13,4877
308,'Dorycnium rectum',64042,22204,18,1234,21138,1474.5,65672,19803,20385,9,11102,10503,222,313.896,0.811,22.306,13.316,795,892,209,1025,1166.5,399665,0.771,0.811,1.06,0.229,971,0.944,243958,4.347
311,'Dorycnium rectum',64627,22.472,18,1248,22316,1575.5,66391,19899,20572,9,11.236,10581,449,317693,0.801,15.791,13.43,784,0.886,0.197,1.027,1264.5,404.5,769,0.801,1069,0.286,0.967,0.936,246373,4.858
307,'Dorycnium rectum',64385,23022,17,1354,22.993,1663,66957,19771,20494,8.5,11511,10894,348,307381,738,18461,13503,738,0.859,185,1.04,1356,391369,784,738,1075,3428,965,0.931,242615,7216
322,'Dorycnium rectum',64.87,22.472,19,1183,22465,1586,67333,20248,20649,9.5,11.236,10543,364,335343,845,17468,13069,812,0.901,203,1038,1264,426972,754,845,1.04,0.274,981,0.962,257.13,7311
300,'Dorycnium rectum',64042,22.023,18,1.223,22.62,1565,65251,19544,20385,9,11011,10206,381,311339,0.817,16539,13671,0.788,887,192,1.019,1265,396409,757,0.817,1088,2.39,0.959,919,235958,4606
304,'Dorycnium rectum',64042,23601,17,1.388,22436,1663.5,66.213,19674,20385,8.5,11.8,10329,851,315113,0.72,11196,13491,695,0.834,183,1034,1359.5,401214,758,0.72,1074,0.21,965,0.931,239958,8443
