Var1,Area,Perimeter,x_Feret,x_Breadth,x_AspRatio,x_RFactor,x_ConvexArea,x_ConvexPerimeter,x_ArEquivD,x_PerEquivD,x_MinR,x_MaxR,x_avgR,x_VarianceR,x_EquivEllAr,x_ModRatio,x_HaralickRatio,x_ThinnessR,x_Roundness,x_Compactness,x_Solidity,x_Convexity,x_Concavity,x_ArBBox,x_Rectang,x_Sphericity,x_Elongation,x_BendingEnergy,x_Jaggedness,x_Circularity,x_Endocarp,DistanceCM_FB,Mean,Min,Max,Mode,StD,Skewness,Kurtosis,IntensitySum,Uniformity,Entropy,SmothnessR,GLCM_Contrast,GLCM_Correlation,GLCM_Energy,GLCM_Homogeneity,MeanIntensityR,StdDevR,MeanSqrtR,MeanIntensityG,StdDevG,MeanSqrtG,MeanIntensityB,StdDevB,MeanSqrtB,MeanIntensityH,StdDevH,MeanSqrtH,MeanIntensityS,StdDevS,MeanSqrtS,MeanIntensityV,StdDevV,MeanSqrtV,Label
26,1466,167924,65,33187,1959,13.141,2683.5,156737,43.204,53452,16593,32.5,23432,40316,1694225,511,3.69,19235,442,665,546,0.933,1217.5,2157155,0.68,511,1531,713,0.808,653,1298076,2.433,141.351243781095,4,238,131,0,30439,924.57,124610,1,-0,0,415209,0.923,0.476,0.819,169.048756218905,48.7346728479313,13.0018751039573,142.745273631841,43.5939795138084,11.9476053513598,61.3860696517413,46.3671280405012,7.83492626970677,0.142182912717519,0.0673923961198763,0.377071495498558,0.655405423017056,0.232830572174559,0.809571135242022,0.671462296361329,0.179854290708114,0.819428030007108,Cytisus scoparius
27,1859,187581,62.362,38,1641,18038,3534,165.44,48651,59.709,19,31.181,25.966,12667,1861.197,609,7296,18928,609,0.78,526,882,1675,2369.75,784,609,1506,0.082,815,664,1671.419,13.199,146.882951653944,7,229,156,3.82,30439,924.57,158248,998,0.013,0.0002244,437845,917,491,828,167.675572519084,47.45841318624,12.9489602871846,152.19465648855,41.0199457085551,12.3367198431572,64.9541984732824,46.5938727983666,8.05941675763715,0.158209753029326,0.0617601520764195,0.397755896284802,0.644326526487535,0.229198560456991,0.802699524409685,0.671920371201914,0.169509330702916,0.819707491244233,Cytisus scoparius
28,1610,173.539,64.761,29,2233,19.71,4010,163389,45276,55239,14.5,32381,27609,16878,1475.034,0.448,6.72,18705,489,0.699,401,0.942,2400,1878.072,857,0.448,1489,272,0.82,672,1436461,26505,144.599483204134,18,236,118,0,11068,121416,136850,1,-0,0,389.012,929,462,836,179.160206718346,42.4365005325311,13.3850740273764,144.231266149871,38.2925283508698,12.0096322237557,55.7273901808786,46.4031420308364,7.46507804251761,0.129237271349297,0.0388505579414529,0.359495857207419,0.699879991314882,0.241878112654412,0.836588304553011,0.708430865886406,0.159724056750631,0.841683352506396,Cytisus scoparius
29,1152,145924,47508,35741,1329,12.58,1877.5,128816,38298,46449,17.87,23754,19239,6.43,1333.574,752,7.587,18484,0.65,0.806,614,883,725.5,1697.959,0.678,752,1.471,244,825,0.68,1006076,4144,124.880577427822,8,223,125,0,11068,121416,97920,1,-0,0,428805,924,445,0.824,172.179790026247,44.3254949102208,13.1217296888119,115.694225721785,41.7001963931692,10.7561250328259,48.009186351706,42.34317802151,6.92886616638726,0.12221986216809,0.145631955989404,0.349599574038771,0.725760125371523,0.229868765770705,0.851915562348477,0.676872008645977,0.171447084426582,0.822722315636313,Cytisus scoparius
30,987,132368,48.26,29851,1617,13.607,2063,122.327,35.45,42.134,14.926,24.13,18.237,14202,1131452,619,4.839,17752,0.54,735,478,924,1076,1440609,685,619,1413,67,841,708,854632,1972,106.25,2,231,115,0,11068,121416,83895,1,-0,0,439.427,925,409,843,155.855233853007,54.0849242496219,12.4841993677211,92.5818485523385,52.1632693334676,9.62194619358987,46.423719376392,40.0996707351396,6.81349538609897,0.174702152866205,0.255546237198582,0.417973866247885,0.728699271302457,0.223911267957748,0.85363884125692,0.617581553779639,0.202263993847272,0.785863571989209,Cytisus scoparius
31,1196,163865,54203,30899,1754,14.097,2400.5,137235,39023,52.16,15.45,27.102,19049,18003,1315.409,0.57,4.49,22451,518,0.72,498,0.837,1204.5,1674.831,0.714,0.57,1787,0.202,748,0.56,1032135,3438,116.873186119874,1,228,113,0,11068,121416,101660,1,-0,0,409.873,922,499,0.837,165.960252365931,55.9085907091906,12.8825561270243,105.049211356467,58.5194118785596,10.2493517529874,48.9615141955836,45.2191399063205,6.99725047397787,0.152033027283796,0.223918537000865,0.389914128089501,0.734081458940448,0.226550430346324,0.856785538475323,0.653751469041874,0.214803614003846,0.808548989883652,Cytisus scoparius
32,1105,142.51,50.99,31391,1624,8.534,1367,128862,37509,45.362,15695,25495,19011,12.576,1257131,616,5.361,18379,541,736,0.808,904,262,1600629,0.69,616,1463,0.036,0.827,684,962.49,1.98,121.35911179173,2,234,117,12685,11068,121416,95190,0.984,92,2,440017,0.918,0.476,816,164.767993874426,56.8726796227031,12.8361985756853,113.235834609495,53.2966350963915,10.6412327579794,49.3169984686064,40.3996771983044,7.0226062447361,0.136943669791022,0.169662634379901,0.370059008525697,0.710437036278492,0.21957728019464,0.842874270741782,0.649427979461309,0.219288657405186,0.805870944668754,Cytisus scoparius
33,1066,133196,46325,33234,1.394,8988,1308,123851,36841,42398,16617,23162,18553,7.34,1209171,0.717,6848,16643,632,795,815,0.93,242,1539.564,0.692,0.717,1324,67,0.869,755,932804,3.038,139.491438356164,4,236,128,4992,32604,1061001,90773,998,0.011,0.0003832,440846,924,431,843,180.28595890411,49.1552503533179,13.4270606948844,135.255136986301,44.7455911303278,11.6299242038072,54.2200342465753,45.3914748685733,7.36342544245376,0.123706416795073,0.0862042425523327,0.351719230061527,0.709103798575836,0.232492032219864,0.842083011689368,0.710955546602203,0.187148230767271,0.843181799259331,Cytisus scoparius
34,1322,171137,55.57,34.807,1597,8859,1546.5,142585,41027,54475,17403,27785,21.231,15827,1519116,626,5.337,22154,545,738,855,833,224.5,1934.199,0.683,626,1.763,0.056,753,0.567,1150863,3403,134.112359550562,3,243,131,0,12.666,159181,112370,1,-0,0,418781,919,499,841,171.590398365679,48.5023638003079,13.0992518246532,129.67722165475,45.0137220846376,11.3875906870044,58.5331971399387,45.2097324598697,7.65069912752676,0.129624136502672,0.11921122517508,0.360033521359708,0.672454819883984,0.235239684720561,0.820033426077245,0.676652847042801,0.184899784957422,0.822589111916029,Cytisus scoparius
35,1127,138267,46755,33941,1.378,10059,1477.5,126.638,37881,44012,16971,23377,19.036,5355,1246353,726,8226,16963,0.656,0.81,763,0.916,350.5,1586906,0.71,726,1.35,423,861,741,988.733,3613,129.347912524851,1,233,126,11.619,12.666,159181,96827,988,68,2,504269,0.908,461,0.811,165.502982107356,47.6292218828718,12.8647962326403,125.421471172962,39.6871508991287,11.1991727896735,54.6650099403579,41.0379524421805,7.39357896693867,0.12272815746162,0.0755818037776602,0.350325787605794,0.680606286962015,0.225008994616469,0.824988658686903,0.654297742954039,0.179142269347907,0.80888673060821,Cytisus scoparius
36,1189,150167,50448,33941,1486,8849,1402.5,133507,38909,47799,16971,25224,19559,12.449,1344807,0.673,5544,18.966,595,0.771,848,889,213.5,1712.262,0.694,0.673,1.509,248,0.814,0.663,1038833,4.451,141.183312262958,5,245,153,6263,19891,394401,101439,995,0.029,0.0006029,357474,927,535,0.859,181.376738305942,47.7163790044598,13.4676181378127,136.806573957016,45.7281095975035,11.6964342411274,58.1757269279393,50.1532155531959,7.62730141845327,0.115636171305901,0.0445472661706564,0.340053188936526,0.692017013096403,0.25118972204299,0.831875599531807,0.714181601844277,0.183486008640815,0.845092658732921,Cytisus scoparius
37,1302,145095,51856,35223,1472,9189,1497,137.728,40716,46185,17.612,25928,20682,11477,1434555,679,6105,16.17,616,785,0.87,0.949,195,1826533,713,679,1287,634,882,777,1156905,3031,125.549571603427,13,238,117,3.88,36042,1297001,110810,998,0.009,0.0002315,379.487,0.926,509,845,172.605875152999,47.3011199215456,13.1379555164797,115.664626682987,47.5848585103489,10.7547490292887,52.9485924112607,46.5466222221943,7.27657834502321,0.0962713582997437,0.0458616578254719,0.310276261257196,0.70542255918964,0.251175437437166,0.839894373829019,0.679285765713874,0.182667335062289,0.824187943198561,Cytisus scoparius
38,1225,164.066,53.263,34598,1.539,10727,1795,136615,39493,52224,17299,26.632,19.769,14.184,1447.34,0.65,5249,21974,0.55,741,682,833,570,1842.811,665,0.65,1749,67,0.756,0.572,1060934,1.75,131.86733416771,24,241,114,4.429,34957,1220001,104280,998,0.01,0.0003015,361.937,929,517,857,162.291614518148,44.392742720937,12.7393726108528,131.035043804756,41.2640045152968,11.4470539356096,56.3016270337922,44.4953646861383,7.50344101288151,0.132240495340215,0.0554126369617721,0.363648862696166,0.673811657791021,0.240815592389043,0.820860315639038,0.644879628947949,0.165459621959599,0.803043976970097,Cytisus scoparius
39,800,118225,41485,24516,1692,11832,1542,111074,31915,37632,12258,20.742,16.876,9203,798778,591,5563,17472,0.592,769,519,0.94,742,1017.036,787,591,1.39,0.014,848,0.719,681775,2822,139.87696969697,9,242,148,0,16758,278877,68000,1,-0,0,465819,922,0.383,0.837,169.217575757576,48.0628813551782,13.0083656067,141.44,41.2877062536721,11.8928549978548,54.8757575757576,44.1601331771244,7.40781732872494,0.139045834938088,0.0525973404613707,0.372888502019153,0.691453654814675,0.218705024290719,0.831536923302071,0.670970885323826,0.178275889865634,0.819128125096328,Cytisus scoparius
40,1135,146.61,49518,32648,1517,19.429,3022.5,129.074,38015,46667,16324,24759,18756,7669,1269714,659,6773,18938,589,768,376,0.88,1887.5,1616.65,0.702,659,1507,135,815,664,988.39,2977,112.371057513915,5,221,129,8508,16758,278877,97049,993,39,1,446.698,917,474,826,163.153988868275,50.9495575717546,12.77317458067,99.5287569573284,51.5132980688817,9.97641002351689,45.2040816326531,39.4669813930495,6.7233980718572,0.145301397883113,0.219554392377561,0.381184204661097,0.734724286116036,0.222535389322981,0.857160595288908,0.642286005311216,0.195762456129945,0.801427479757973,Cytisus scoparius
41,1800,186167,61685,39,1.582,12183,2361,163486,47.873,59.259,19.5,30842,25482,14.096,1889434,632,6.787,19254,602,0.776,762,878,561,2405703,748,632,1.532,87,0.808,653,1613.833,10035,145.616311399444,1,235,156,3253,42.391,1795001,153138,0.999,0.007,0.0001627,535268,912,0.388,794,182.086190917516,51.5986274306944,13.4939316330533,143.034291010195,49.7230523994551,11.9596944363221,63.1204819277108,48.173641717788,7.94483995607909,0.124520485562987,0.0572774186636124,0.352874603170853,0.668786072626247,0.239993960348591,0.817793416839636,0.718879136455321,0.19613635482793,0.847867404996395,Cytisus scoparius
42,1107,130953,45277,35355,1281,13867,1972.5,124583,37543,41684,17678,22638,18952,4.634,1257251,0.781,8804,15491,688,0.829,561,951,865.5,1600781,0.692,0.781,1.233,102,0.901,0.811,976047,6.083,132.128630705394,2,246,152,4238,33227,1102001,94236,998,0.01,0.0002761,413223,0.926,447,816,161.794605809129,48.1707474039165,12.7198508564027,130.850622406639,46.2160092560366,11.4389956904721,60.801867219917,46.3961804726385,7.79755520787875,0.130211964461623,0.0553658551956991,0.360848949647388,0.651444208061559,0.239321538549365,0.807120937692462,0.641868033520462,0.181073017607907,0.801166670250618,Cytisus scoparius
43,1034,136024,45,32497,1385,12.697,1795,121932,36284,43298,16248,22.5,18115,6.02,1148528,722,7.383,17.894,0.65,0.806,0.576,0.896,761,1462351,0.707,722,1.424,0.283,838,0.702,897.976,4098,119.844559585492,1,229,95,8671,16108,258759,88447,992,0.044,1,330064,937,499,855,160.519170984456,52.1346494728848,12.6696160551319,113.506735751295,47.8481910216381,10.6539539961131,45.659067357513,41.4247910363744,6.75714935142867,0.131343353681085,0.13312263931079,0.362413236073249,0.725818118752175,0.240783600724586,0.851949598715895,0.635879305089912,0.196447968104289,0.797420406742837,Cytisus scoparius
44,1423,173.48,57801,33986,1.701,21.133,3837.5,146971,42565,55.22,16993,28901,21.19,18183,1542844,588,4.969,21149,542,736,371,847,2414.5,1964.41,0.724,588,1683,114,0.771,594,1249.52,4073,158.487473903967,5,232,157,3.817,37683,1418001,121099,0.999,8,0.000224,443584,927,0.394,797,186.34133611691,44.6027559008365,13.6506899502153,162.068893528184,37.1462901023362,12.7306281670695,66.9008350730689,41.7811832291667,8.17929306682851,0.143371032190736,0.0458134082888381,0.378643674436449,0.653740392223123,0.201306005560825,0.808542140041645,0.737860739285275,0.162622211556901,0.858988206720718,Cytisus scoparius
45,867,122.468,43081,27.251,1581,17.943,2428.5,114124,33225,38.983,13626,21541,17.21,8.81,922073,633,5.798,17299,595,0.771,0.357,932,1561.5,1174.02,738,633,1.377,98,852,726,744.532,5.14,106.739,3,238,119,5761,20.757,428.984,73935,995,0.026,0.0005101,359736,934,467,0.824,114.705,38.1182236466231,10.7100420167243,113.973,31.1542108848203,10.6758137863116,48.573,32.5784288299025,6.96943326246833,0.190413369309774,0.0881751248386061,0.436363803849235,0.63732645193269,0.207065085864825,0.798327283720587,0.477423529411764,0.130122702507243,0.690958413663054,Cytisus scoparius
46,1086,148995,52.01,28991,1794,18116,2960,130808,37185,47427,14.496,26005,18.272,19428,1184247,557,4145,20442,511,715,0.367,878,1874,1507.83,0.72,557,1.627,66,784,615,937005,4.389,151.059659090909,9,227,175,8134,19038,361587,92774,0.994,32,1,447.867,0.918,461,0.827,179.322443181818,50.2334210833572,13.3911330059042,152.846590909091,39.7175918295294,12.363114126671,67.5980113636364,41.0555124523533,8.22180098054169,0.144654488133578,0.0609692639441951,0.380334705402462,0.628797461639869,0.213807506611801,0.792967503520711,0.713619652406417,0.185966021310517,0.84476011530281,Cytisus scoparius
47,1159,143095,49.82,32137,1.55,20969,3282,131611,38415,45549,16.069,24.91,19392,13163,1257476,645,5345,17667,595,0.771,353,0.92,2123,1601068,0.724,645,1406,66,843,711,1015905,3917,149.547961630695,22,221,147,0,30.067,902.001,98515,1,-0,0,456.942,917,0.458,825,195.322541966427,44.1453486584545,13.9757841270688,143.454436450839,40.0851549848847,11.9772466139276,60.7230215827338,48.9778965996383,7.79249777560018,0.11132400389623,0.0359141967647211,0.333652519691115,0.695822907473648,0.24105891639044,0.834160001123075,0.768420557671509,0.169691262522188,0.876596005963699,Cytisus scoparius
48,907,143681,46.141,27.078,1704,18.14,2629.5,118845,33.983,45735,13.539,23.071,18105,9.983,981.286,0.587,5.73,22761,542,736,345,0.827,1722.5,1249412,726,0.587,1811,1493,743,552,763319,4819,96.5064774830352,2,230,101,4383,30.067,902.001,77227,998,12,0.0002953,373025,0.933,461,0.834,121.374460209747,50.3889299439541,11.0170077702499,94.1431215299198,48.1669344847422,9.70273783681285,43.3664404688464,41.0797503084955,6.58532007337885,0.162515156135337,0.171500341885809,0.403131685848851,0.698794849935443,0.241722017331422,0.83593950136086,0.486949474422712,0.185337857856372,0.697817651269092,Cytisus scoparius
49,1966,187581,66212,38758,1.708,28987,6029.5,171983,50032,59.709,19379,33106,26774,17779,2015.538,585,6.35,17898,0.571,0.756,326,917,4063.5,2566262,0.766,585,1.424,292,838,0.702,1778.419,7.158,116.62618724559,1,247,116,3451,44.306,1961001,167263,0.999,6,0.0001831,691695,0.89,161,0.683,155.089552238806,54.8524539414371,12.4534955831207,109.738805970149,54.6624675934685,10.4756291443593,51.067842605156,43.0350369243689,7.14617678238903,0.137269577578171,0.159889205183135,0.370499092547028,0.700219798249851,0.226072336821144,0.836791370802693,0.613613749434645,0.207901757447818,0.783335017367821,Cytisus scoparius
50,1364,168995,51.4,38891,1.322,10165,1641.5,141063,41674,53793,19445,25.7,21211,8712,1570016,757,7186,20.938,657,0.811,831,835,277.5,1999006,682,757,1666,145,775,0.6,1195005,1.438,119.655819774718,1,225,103,4197,36.892,1359001,116095,0.999,0.009,0.0002708,586057,905,384,0.798,168.301001251564,52.4701794927724,12.9730875758843,109.633291614518,45.4077271365874,10.470591750924,43.5744680851064,42.5915834352607,6.60109597605628,0.105351897020303,0.0954872900761217,0.324579569628624,0.751295661269038,0.224242015081505,0.866773131372355,0.662455520380867,0.201143591706781,0.813913705733518,Cytisus scoparius
51,915,130.61,44.944,28.777,1.562,18244,2576,117822,34132,41575,14388,22.472,17596,9404,1015797,0.64,5.738,18.644,0.577,759,355,902,1661,1293353,0.707,0.64,1484,81,821,674,784.39,1693,104.699757869249,3,221,101,8276,17.39,300569,78209,993,0.037,1,372.82,929,0.497,847,151.47215496368,52.5819676252486,12.3074024458324,92.0766747376917,53.3155003868702,9.59565916118803,46.8845843422115,40.7145635246849,6.84723187443009,0.180286598208017,0.271559363233367,0.424601693600034,0.722099134602027,0.224056306766515,0.849764164107917,0.597733782778648,0.200765056682858,0.773132448406253,Cytisus scoparius
52,884,129154,43863,26,1.687,20.562,2833.5,115954,33549,41.111,13,21932,18308,7938,895707,593,6.498,18.87,585,765,312,898,1949.5,1140.449,775,593,1.502,114,816,0.666,754846,3343,70.8414264036419,1,233,21,5.28,29682,879.001,75297,998,0.013,0.0004286,467401,917,446,807,109.405918057663,52.6266331452321,10.4597283931115,56.7701062215478,53.6991488699633,7.53459396527429,42.108497723824,44.6764074830623,6.48910608048782,0.3112661367716,0.406797022852938,0.557912302043609,0.706944818145495,0.256975762072181,0.840800105938085,0.433348210300813,0.201563070664031,0.658291888375372,Cytisus scoparius
53,815,121539,46.4,24962,1859,12.609,1838,115007,32213,38687,12481,23.2,16463,15.322,909668,0.538,4206,18125,0.482,0.694,0.443,946,1023,1158225,0.704,0.538,1442,0.089,833,693,693461,6675,150.151072961373,9,230,150,4.344,28496,810.001,69399,998,0.014,0.0002901,346999,0.933,502,856,188.290987124464,46.7210810215842,13.7219163065682,147.672961373391,39.7117015816672,12.1520764222988,62.7974248927039,46.2346862571208,7.92448262618474,0.122785747961004,0.0470115244829821,0.350407973597925,0.67345817423671,0.225050511921449,0.820644974539362,0.742623916519397,0.175984600130498,0.861756297638373,Cytisus scoparius
54,910,134225,45651,26,1756,18955,2718.5,119427,34039,42725,13,22825,18724,6.21,932206,0.57,7.514,19798,556,746,335,0.89,1808.5,1186922,767,0.57,1575,561,797,635,775775,21415,132.415239726027,0,223,144,5072,30116,905.001,77503,998,12,0.0003954,450865,917,466,0.824,165.523116438356,52.3364910098305,12.8655787447886,130.30051369863,42.3565426970551,11.4149250413058,56.2303082191781,37.6504584841864,7.49868709969806,0.134036771987221,0.0813810593078393,0.366110327616172,0.67190032033777,0.208832757461854,0.819695260653476,0.656842600053718,0.193111343463076,0.810458265460794,Cytisus scoparius
55,942,139238,50.931,25246,2017,8.6,1376,126581,34632,44.321,12623,25.466,17.228,22.75,1009.866,496,3612,20581,462,0.68,685,909,434,1285.801,733,496,1.638,0.101,0.781,611,802762,2835,120.71550903901,2,229,146,5083,30643,937.001,80226,998,12,0.0003971,514193,914,0.399,792,170.126546146527,49.1713250677331,13.0432567308371,109.630827783064,53.3528127627313,10.4704740954297,48.1227402473834,43.4917306481313,6.93705558918072,0.127215294888742,0.171622285389672,0.356672531727272,0.727029700654453,0.243410053858083,0.852660366531981,0.670192720285069,0.189369030106345,0.818652991373677,Cytisus scoparius
56,1965,199581,64777,38,1705,35145,7152,171.742,50019,63.529,19,32.388,28.12,16643,1933264,0.587,6893,20271,596,772,275,861,5187,2461508,0.798,0.587,1.613,0.093,787,0.62,1765.419,18997,141.234394904459,3,238,122,5937,25549,650975,167481,997,19,0.0005418,70265,515,78,652,182.317197452229,45.2727563963974,13.5024885651583,136.155414012739,42.7947021249395,11.6685652079739,59.5490445859873,49.1169517707928,7.71680274375257,0.115316273949587,0.0471801018307851,0.339582499474851,0.688107093592243,0.242084780484886,0.829522208016303,0.71851629823904,0.17220464241881,0.847653406905818,Cytisus scoparius
57,863,127397,43081,26,1.657,8.098,1096,114476,33148,40552,13,21541,17605,5718,879.736,604,7.363,18.806,0.592,769,787,899,233,1120114,0.77,604,1.497,154,0.817,0.668,735.603,10377,132.710777626194,3,232,135,0,41.461,1717001,73355,1,-0,0,343936,0.936,484,0.837,163.557298772169,56.4128231186897,12.7889522155714,131.194406548431,55.0753104879785,11.4540126832666,59.4781718963165,46.6689144700856,7.71220927467068,0.148012187916994,0.133816780255746,0.384723521398151,0.675052628690539,0.230986802131215,0.821615864434554,0.649351309418719,0.211527077770755,0.805823373586743,Cytisus scoparius
