Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      39 |         925 |       00:15:51 |       98.44% |       97.98% |       0.0224 |       0.1337 |      1.0000e-04 |
|      39 |         930 |       00:15:56 |       95.31% |       94.95% |       0.0788 |       0.1936 |      1.0000e-04 |
|      39 |         935 |       00:16:01 |      100.00% |       97.47% |       0.0080 |       0.1081 |      1.0000e-04 |
|      40 |         940 |       00:16:07 |       98.44% |       96.97% |       0.0206 |       0.1254 |      1.0000e-04 |
|      40 |         945 |       00:16:12 |       96.88% |       96.97% |       0.0803 |       0.1440 |      1.0000e-04 |
|      40 |         950 |       00:16:17 |       93.75% |       95.45% |       0.2479 |       0.1795 |      1.0000e-04 |
|      40 |         955 |       00:16:23 |      100.00% |       95.96% |       0.0138 |       0.1539 |      1.0000e-04 |
|      40 |         960 |       00:16:28 |       98.44% |       96.97% |       0.0561 |       0.1023 |      1.0000e-04 |
|      41 |         965 |       00:16:34 |       98.44% |       96.97% |       0.0258 |       0.1263 |      1.0000e-04 |
|      41 |         970 |       00:16:39 |      100.00% |       97.47% |       0.0258 |       0.1350 |      1.0000e-04 |
|      41 |         975 |       00:16:45 |      100.00% |       96.46% |       0.0029 |       0.1006 |      1.0000e-04 |
|      41 |         980 |       00:16:51 |       98.44% |       96.97% |       0.0320 |       0.1110 |      1.0000e-04 |
|      42 |         985 |       00:16:56 |      100.00% |       97.98% |       0.0074 |       0.1239 |      1.0000e-04 |
|      42 |         990 |       00:17:01 |      100.00% |       97.98% |       0.0059 |       0.0722 |      1.0000e-04 |
|      42 |         995 |       00:17:07 |      100.00% |       96.97% |       0.0124 |       0.1535 |      1.0000e-04 |
|      42 |        1000 |       00:17:13 |       98.44% |       96.46% |       0.0887 |       0.1521 |      1.0000e-04 |
|      42 |        1005 |       00:17:19 |       98.44% |       97.98% |       0.0596 |       0.1368 |      1.0000e-04 |
|      43 |        1010 |       00:17:24 |       98.44% |       97.47% |       0.0353 |       0.1082 |      1.0000e-04 |
|      43 |        1015 |       00:17:29 |      100.00% |       97.98% |       0.0119 |       0.0761 |      1.0000e-04 |
|      43 |        1020 |       00:17:35 |      100.00% |       97.98% |       0.0054 |       0.1148 |      1.0000e-04 |
|      43 |        1025 |       00:17:40 |       98.44% |       96.97% |       0.0290 |       0.0841 |      1.0000e-04 |
|      43 |        1030 |       00:17:46 |      100.00% |       94.95% |       0.0151 |       0.1694 |      1.0000e-04 |
|      44 |        1035 |       00:17:51 |       98.44% |       97.47% |       0.0491 |       0.1097 |      1.0000e-04 |
|      44 |        1040 |       00:17:57 |       96.88% |       96.46% |       0.0978 |       0.1159 |      1.0000e-04 |
